DATE,YTM1p,YTM2p,YTM5p,YTM10p,YTM25p
2000-01-27,6.504065040650486e-05,9.302325581395321e-05,7.552870090634434e-05,-1.494768310911887e-05,-9.72129245325115e-05
2000-01-28,9.693053311793154e-05,0.00010752688172043001,1.4992503748125775e-05,-2.9940119760478723e-05,-0.0001206911067674854
2000-01-31,8.000000000000007e-05,4.559270516717451e-05,4.491017964071808e-05,3.0030030030030463e-05,8.363933088535226e-05
2000-02-01,0.0,-1.5128593040848459e-05,-4.4709388971684304e-05,-8.982035928143616e-05,-9.086781862205629e-05
2000-02-02,-9.52380952380949e-05,4.5454545454546306e-05,1.4970059880241582e-05,-3.021148036253862e-05,-0.00012307408497144067
2000-02-03,-0.00012820512820512886,-0.00010558069381598867,-0.00019431988041853642,-0.00016666666666666606,-0.0001867495547597625
2000-02-04,4.8701298701299135e-05,0.00010670731707317138,0.00012195121951219523,6.163328197226425e-05,6.395978960137661e-05
2000-02-07,6.46203554119551e-05,7.541478129713397e-05,0.0001807228915662651,0.00016845329249617124,0.00014944458352354474
2000-02-08,-1.60513643659721e-05,1.4970059880241582e-05,-2.9585798816567088e-05,-7.530120481927694e-05,-0.00017771879497174235
2000-02-09,-3.215434083601254e-05,0.0,4.451038575667532e-05,-4.552352048558417e-05,0.00014951027605316638
2000-02-10,0.0,-2.9895366218236628e-05,1.477104874446189e-05,0.00016768292682926898,7.676448024549254e-05
2000-02-11,-4.838709677419395e-05,-2.998500749625155e-05,-1.474926253687392e-05,-5.9970014992504203e-05,-8.472535385850299e-05
2000-02-14,3.2414910858995506e-05,-4.511278195488799e-05,-7.38552437223039e-05,-0.00010558069381598867,-0.00010851396980773254
2000-02-15,1.615508885298933e-05,6.042296072507503e-05,2.9761904761904657e-05,0.0,6.268869198105099e-05
2000-02-16,3.225806451612856e-05,-4.5045045045045696e-05,1.4836795252224366e-05,0.0,1.55744738615482e-05
2000-02-17,9.646302250803984e-05,9.049773755656076e-05,1.481481481481417e-05,3.048780487804992e-05,-6.977671451355583e-05
2000-02-18,-3.1847133757962885e-05,-4.4843049327354387e-05,-5.91715976331364e-05,-0.00013677811550151907,-0.00011724847757097535
2000-02-22,-6.389776357827448e-05,-0.00013513513513513487,-0.00014880952380952328,-0.0002003081664098616,-0.00012675886709889782
2000-02-23,8.038585209003247e-05,6.0882800608828e-05,6.042296072507503e-05,0.00012578616352201255,9.629046207066949e-05
2000-02-24,-7.97448165869219e-05,-0.00013615733736762614,-0.0001501501501501512,-0.00012422360248447227,-2.3647198444562424e-05
2000-02-25,-6.43086816720262e-05,-0.00010736196319018343,-9.146341463414531e-05,0.0,6.373062647307303e-05
2000-02-28,4.8543689320388326e-05,3.100775193798366e-05,4.6153846153846876e-05,1.5723270440251013e-05,-8.103727714748877e-06
2000-02-29,-1.6103059581320524e-05,9.273570324574987e-05,0.00012251148545176172,7.849293563579218e-05,-1.584485838736216e-05
2000-03-01,-4.838709677419395e-05,-1.5313935681471323e-05,-3.02571860816947e-05,-4.672897196261738e-05,2.3609957461804275e-05
2000-03-02,3.2414910858995506e-05,0.0,0.0,1.5649452269170806e-05,-3.1265031265031443e-05
2000-03-03,-6.46203554119551e-05,-3.06748466257667e-05,1.5174506828528056e-05,-1.5625000000001332e-05,-4.7267914539610986e-05
2000-03-06,8.130081300812942e-05,7.692307692307665e-05,6.0606060606061e-05,4.6948356807512415e-05,6.347138061705171e-05
2000-03-07,-4.838709677419395e-05,-0.00010687022900763288,-6.0240963855421325e-05,-4.672897196261738e-05,0.0
2000-03-08,0.0,3.0864197530864334e-05,-1.5151515151514694e-05,-1.5649452269169695e-05,2.3596759277874083e-05
2000-03-09,-3.2414910858994395e-05,-3.076923076922977e-05,-4.552352048558417e-05,-4.702194357366851e-05,-1.5819777097465517e-05
2000-03-10,9.756097560975618e-05,0.00010802469135802406,7.621951219512369e-05,6.299212598425142e-05,6.299052570304497e-05
2000-03-13,0.0,-4.580152671755711e-05,-6.05143721633894e-05,-4.694835680751019e-05,-3.1492512165872676e-05
2000-03-14,-1.6103059581320524e-05,-6.134969325153228e-05,-7.610350076103556e-05,-7.861635220125951e-05,-0.00010246852013464646
2000-03-15,1.612903225806317e-05,3.0864197530864334e-05,-3.06748466257667e-05,-3.1695721077653615e-05,-6.383742328946008e-05
2000-03-16,-1.6103059581320524e-05,0.0,-4.6153846153846876e-05,-4.769475357710662e-05,-3.212391684907168e-05
2000-03-17,0.0,0.0,-3.091190108191588e-05,-9.584664536741117e-05,-6.445502549398685e-05
2000-03-20,4.838709677419395e-05,3.076923076922977e-05,0.0,-3.225806451612967e-05,-3.243672341778969e-05
2000-03-21,-1.60513643659721e-05,-3.06748466257667e-05,-1.550387596899183e-05,-8.090614886731351e-05,-4.0466281626270754e-05
2000-03-22,-1.607717041800627e-05,0.0,-4.6583850931677386e-05,0.0,1.5923566878980335e-05
2000-03-23,3.220611916264105e-05,3.076923076922977e-05,-3.1201248049922414e-05,-8.15660685154973e-05,-8.155858658371207e-05
2000-03-24,0.0001284109149277679,0.00018404907975460238,0.00018779342723004744,0.00019736842105263274,0.00015556756756756828
2000-03-27,1.5847860538829027e-05,3.0120481927711218e-05,0.0,1.612903225806317e-05,-1.6194968553459035e-05
2000-03-28,-1.5822784810127776e-05,-9.009009009009028e-05,-7.680491551459223e-05,-6.44122383252821e-05,-1.6221261157046143e-05
2000-03-29,0.0,-1.5151515151514694e-05,0.0,1.6207455429497753e-05,1.62476393446076e-05
2000-03-30,-7.923930269413625e-05,-0.00010622154779969639,-0.0001702786377708987,-0.0001941747572815533,-0.00015433859582243359
2000-03-31,3.1948881789138906e-05,-3.06748466257667e-05,-4.7244094488188e-05,-4.950495049504844e-05,-9.036814441545416e-05
2000-04-03,-7.961783439490389e-05,-7.692307692307665e-05,-3.164556962025444e-05,-4.975124378109541e-05,-8.06451612903214e-06
2000-04-04,-0.00014446227929374112,-0.00015503875968992276,-0.00022222222222222142,-0.00016666666666666606,-0.00011647431783477602
2000-04-05,1.6286644951140074e-05,0.0,1.623376623376638e-05,0.0,5.1001914341703976e-05
2000-04-06,3.252032520325132e-05,4.7244094488190225e-05,4.862236628849326e-05,5.084745762711673e-05,-2.4892496930485342e-05
2000-04-07,0.0,0.0,-3.225806451612967e-05,-0.00011804384485666009,-0.00014294568402073492
2000-04-10,-4.862236628849326e-05,-0.000109717868338558,-0.0001132686084142387,-0.00010238907849829392,-1.7513134851138146e-05
2000-04-11,3.257328990228015e-05,7.923930269413848e-05,0.00013093289689034338,0.00015517241379310321,0.00014480208102980675
2000-04-12,1.623376623376638e-05,6.289308176100627e-05,0.00012924071082390798,0.00013582342954159498,0.00010959821996545216
2000-04-13,-1.6207455429497753e-05,0.0,-4.784688995215225e-05,-5.025125628140614e-05,-4.9917564786333136e-05
2000-04-14,-0.00012987012987012992,-0.00020312500000000067,-0.0002083333333333337,-0.0001515151515151525,-4.9679236426224406e-05
2000-04-17,1.64473684210531e-05,9.569377990430672e-05,0.00019639934533551617,0.00027350427350427477,0.00022664160655626596
2000-04-18,-3.284072249589376e-05,0.0,6.420545746388395e-05,6.655574043261225e-05,0.0
2000-04-19,1.647446457990087e-05,0.0,-6.379585326953597e-05,-9.917355371900749e-05,-0.00012301938519989676
2000-04-20,6.578947368421017e-05,7.89889415481837e-05,1.6051364365969877e-05,0.0,-3.327524686747907e-05
2000-04-24,-1.6339869281045692e-05,-3.134796238244419e-05,-1.6025641025640968e-05,1.6694490818029984e-05,5.8196520460671586e-05
2000-04-25,0.00011456628477904963,0.00018867924528301883,0.0002568218298555358,0.00023333333333333206,0.00013324342177694514
2000-04-26,1.6181229773464256e-05,3.0864197530864334e-05,1.5649452269170806e-05,0.0,7.974481658692411e-06
2000-04-27,3.231017770597644e-05,0.00020000000000000017,0.00017187499999999912,0.00014657980456026288,8.978750735963103e-05
2000-04-28,4.830917874396157e-05,7.541478129713397e-05,7.680491551459223e-05,0.0,-4.865930599369128e-05
2000-05-01,0.0,7.485029940119903e-05,4.573170731707377e-05,9.630818619582593e-05,2.4223069919062647e-05
2000-05-02,-1.6025641025640968e-05,-1.4858841010402247e-05,1.5174506828528056e-05,4.769475357710773e-05,8.919938499579838e-05
2000-05-03,0.0,1.4880952380953438e-05,9.090909090909261e-05,0.00012658227848101334,0.00014458225305397866
2000-05-04,-4.8154093097914076e-05,5.943536404160454e-05,6.0060060060060926e-05,9.374999999999911e-05,0.00014250805091050255
2000-05-05,0.00014516129032257963,0.00010339734121122656,0.00010447761194029681,7.739938080495224e-05,2.325205125502272e-05
2000-05-08,0.00014308426073131875,4.385964912280826e-05,8.86262924667669e-05,9.216589861751334e-05,0.00010083695280855065
2000-05-09,-1.5673981191222097e-05,-1.4556040756913412e-05,-0.0001171303074670571,-6.0882800608828e-05,-6.136920777279565e-05
2000-05-10,-1.569858712715866e-05,-2.9154518950438302e-05,-8.888888888888835e-05,-9.188361408882128e-05,-9.239530469143498e-05
2000-05-11,1.5723270440251013e-05,-2.9239766081871065e-05,-2.9895366218236628e-05,-6.182380216383287e-05,-3.142513221248644e-05
2000-05-12,0.0001098901098901095,0.00013196480938416411,0.00013493253373313417,0.00012441679626749692,9.36296119782365e-05
2000-05-15,0.0,-4.34153400868309e-05,-4.437869822485063e-05,-6.144393241167446e-05,-6.951076893090379e-05
2000-05-16,-1.5527950310559867e-05,1.4534883720929147e-05,-1.4858841010402247e-05,-6.182380216383287e-05,-7.100644345179262e-05
2000-05-17,-1.5552099533436837e-05,1.4513788098695634e-05,2.9761904761904657e-05,7.77604976671853e-05,9.503187778178823e-05
2000-05-18,-4.672897196261738e-05,4.347826086956497e-05,7.418397626112627e-05,0.0001234567901234551,0.00010933396287661989
2000-05-19,-0.00010954616588419341,-0.00010101010101010055,-0.00011782032400589059,-7.621951219512146e-05,-3.104065604065676e-05
2000-05-22,-4.746835443038e-05,-7.288629737609465e-05,-7.451564828613976e-05,-0.0001075268817204289,-7.733506372757881e-05
2000-05-23,1.589825119236776e-05,2.936857562408246e-05,3.0030030030030463e-05,1.552795031055876e-05,-8.090614886731018e-06
2000-05-24,-1.5873015873015818e-05,-5.856515373352855e-05,4.491017964071808e-05,3.100775193798366e-05,3.900380801308501e-05
2000-05-25,-3.1796502384738856e-05,-0.00011782032400589059,-0.00010432190760059634,-0.00012364760432766574,-0.00014782761713661441
2000-05-26,0.0,-2.9806259314455463e-05,-0.00010542168674698704,-9.389671361502261e-05,-7.937806873977105e-05
2000-05-30,1.5948963317384822e-05,7.473841554558991e-05,7.610350076103556e-05,7.89889415481837e-05,6.351216517000546e-05
2000-05-31,0.00014331210191082856,-7.418397626112738e-05,-0.00012084592145015117,-0.0001410658307210033,-0.00011900972590627834
2000-06-01,-7.849293563579218e-05,-0.0001195814648729443,-0.00015290519877675824,-0.00014308426073131986,-0.00012823299282764544
2000-06-02,-0.0001424050632911389,-0.00013615733736762614,-0.00010869565217391352,-8.064516129032251e-05,-2.420114965417497e-05
2000-06-05,-1.60513643659721e-05,-4.6012269938648934e-05,-6.279434850863464e-05,-4.878048780487809e-05,-4.902431606076562e-05
2000-06-06,3.215434083601254e-05,3.081664098613102e-05,3.1595576619272144e-05,3.2679738562091384e-05,0.0
2000-06-07,-1.6025641025640968e-05,1.5360983102918892e-05,0.0,-1.6286644951140074e-05,-3.284404065224733e-05
2000-06-08,-1.60513643659721e-05,6.13496932515334e-05,3.149606299212682e-05,0.0,-7.98722044728417e-06
2000-06-09,1.6077170418007382e-05,0.0,-1.569858712715866e-05,0.0,8.000000000000228e-06
2000-06-12,-4.8154093097914076e-05,-6.0975609756097615e-05,-4.7169811320755264e-05,-6.525285481239761e-05,-3.245062568820234e-05
2000-06-13,-4.838709677419395e-05,-4.6012269938648934e-05,-1.5797788309636072e-05,3.284072249589487e-05,0.00010720018344416382
2000-06-14,-6.48298217179899e-05,-7.704160246533088e-05,-9.493670886076e-05,-8.183306055646544e-05,-6.493506493506496e-05
2000-06-15,0.0,0.0,0.0,-1.6501650165016145e-05,2.4920473773265562e-05
2000-06-16,-6.525285481239761e-05,-9.316770186335477e-05,-0.0001118210862619795,-9.917355371900749e-05,-8.209461825665733e-05
2000-06-19,3.284072249589487e-05,3.1347962382446416e-05,1.615508885298933e-05,1.6694490818029984e-05,3.265799073252529e-05
2000-06-20,1.6366612111291533e-05,4.6874999999999554e-05,4.838709677419395e-05,5.0000000000001154e-05,1.6501784859170863e-05
2000-06-21,6.535947712418277e-05,0.00010886469673405896,0.00014446227929374,0.00013266998341625148,0.00010684745762711833
2000-06-22,0.0,0.0,0.0,1.6366612111291533e-05,2.4689915894996472e-05
2000-06-23,4.8701298701299135e-05,7.692307692307665e-05,7.911392405063333e-05,0.00011437908496731985,8.966169485435938e-05
2000-06-26,-4.846526655896688e-05,-7.633587786259554e-05,-0.00012558869701726817,-0.0001292407108239091,-7.273869085926642e-05
2000-06-27,0.0,0.0,0.0,-1.6366612111293756e-05,-5.704828762975123e-05
2000-06-28,-3.246753246753276e-05,-0.00010769230769230864,-1.5898251192368873e-05,1.6393442622952837e-05,3.265458322790349e-05
2000-06-29,-4.8859934853419104e-05,-9.331259720062102e-05,-0.00011146496815286677,-0.00011456628477905074,-0.00014646693181547487
2000-06-30,-4.909983633387904e-05,1.569858712715755e-05,-4.830917874396157e-05,-1.6556291390728006e-05,3.303244374672998e-05
2000-07-03,-1.6447368421051987e-05,-0.000109717868338558,-9.708737864077554e-05,-4.975124378109541e-05,-5.737261060269672e-05
2000-07-05,-1.6474464579901982e-05,-3.1695721077653615e-05,0.0,-1.6666666666665942e-05,-1.6556472772887298e-05
2000-07-06,6.60066006600668e-05,7.949125596184325e-05,6.535947712418277e-05,0.0001001669449081799,9.097129478491728e-05
2000-07-07,-4.9180327868851846e-05,-7.886435331230234e-05,-8.116883116883078e-05,-6.611570247933906e-05,-6.573887418129921e-05
2000-07-10,3.294892915980174e-05,3.1796502384737745e-05,3.273322422258529e-05,4.991680532445919e-05,8.517887563883609e-06
2000-07-11,0.0,1.5847860538829027e-05,4.893964110929794e-05,3.311258278145601e-05,8.503401360544505e-06
2000-07-12,1.6420361247946323e-05,3.1645569620253336e-05,6.493506493506552e-05,4.950495049504955e-05,0.0
2000-07-13,-4.9180327868851846e-05,-4.731861198738252e-05,-8.064516129032251e-05,-0.00013136288998357948,-0.00013211717223468255
2000-07-14,8.237232289950657e-05,0.0001584786053882725,0.00016260162601625883,0.00014975041597337758,0.00013341169556273957
2000-07-17,3.2679738562091384e-05,7.800312012480548e-05,9.599999999999831e-05,0.00011475409836065653,9.059392987964432e-05
2000-07-18,-1.6286644951140074e-05,-3.095975232198067e-05,-1.5847860538826808e-05,-1.6207455429497753e-05,-1.636821114055498e-05
2000-07-19,3.262642740619936e-05,3.105590062111752e-05,1.5873015873015818e-05,0.0,0.0
2000-07-20,-0.0001788617886178867,-0.00021671826625386915,-0.00025356576862123445,-0.00024350649350649456,-0.00020419316375198726
2000-07-21,4.966887417218624e-05,0.0,-1.626016260162677e-05,0.0,-4.1601947861130693e-05
2000-07-24,0.0,4.746835443037778e-05,6.51465798045603e-05,4.991680532445919e-05,4.178096108909846e-05
2000-07-25,-1.6474464579901982e-05,0.0,-1.6181229773462037e-05,0.0,-8.130081300813385e-06
2000-07-26,-1.6501650165016145e-05,-9.448818897637712e-05,-1.6207455429497753e-05,0.0,8.60585197934638e-06
2000-07-27,0.0,-3.1796502384738856e-05,-3.246753246753276e-05,-3.3112582781458234e-05,-6.69375510706649e-05
2000-07-28,0.0,4.784688995215447e-05,3.257328990228015e-05,3.3222591362127576e-05,1.6393442622951726e-05
2000-07-31,3.305785123967064e-05,0.0,0.0,0.0,1.6820453671664294e-05
2000-08-01,3.294892915980174e-05,-4.761904761904856e-05,-6.493506493506552e-05,-6.622516556291425e-05,-7.580432032502415e-05
2000-08-02,4.926108374384342e-05,-6.379585326953597e-05,-4.901960784313819e-05,-3.3333333333332996e-05,2.61324041811839e-05
2000-08-03,-3.2679738562092496e-05,-1.60513643659721e-05,-3.284072249589376e-05,-5.016722408026753e-05,-5.883725629138803e-05
2000-08-04,-3.278688524590123e-05,-0.00011254019292604389,-8.237232289950657e-05,-6.722689075630228e-05,-3.395052840729107e-05
2000-08-07,8.223684210526328e-05,8.130081300812942e-05,8.305647840531672e-05,0.00010152284263959422,5.984065685558204e-05
2000-08-08,0.0,-6.451612903225823e-05,-6.58978583196046e-05,-6.700167504187559e-05,-5.079414191419051e-05
2000-08-09,6.525285481239873e-05,3.246753246753276e-05,0.0,-0.000202360876897133,-8.291873963516272e-06
2000-08-10,0.0,-3.2362459546925185e-05,-4.975124378109541e-05,-8.605851979345935e-05,-6.024131313307035e-05
2000-08-11,0.00011345218800648427,0.00014610389610389518,0.00011666666666666714,5.2083333333334814e-05,6.854460093896675e-05
2000-08-14,-4.807692307692402e-05,0.0,0.0,-1.7271157167529917e-05,-5.059510026397429e-05
2000-08-15,1.6103059581320524e-05,4.800000000000138e-05,6.589785831960571e-05,5.1903114186850894e-05,3.42105263157888e-05
2000-08-16,-1.607717041800627e-05,3.184713375796067e-05,3.273322422258529e-05,3.442340791738552e-05,3.365820226285399e-05
2000-08-17,0.0,0.0,0.0,-3.4305317324185846e-05,-3.35193919201543e-05
2000-08-18,-3.2206119162639936e-05,-4.761904761904856e-05,-6.525285481239761e-05,-5.163511187607495e-05,-4.2835071904838155e-05
2000-08-21,1.615508885298933e-05,1.5948963317384822e-05,1.6420361247946323e-05,1.730103806228289e-05,3.424135910954806e-05
2000-08-22,0.0,-1.5923566878981442e-05,-4.9180327868851846e-05,-1.7271157167529917e-05,-8.305647840531338e-06
2000-08-23,-3.225806451612967e-05,-0.00011164274322168932,-8.237232289950657e-05,-8.65051903114189e-05,-5.9547572493013896e-05
2000-08-24,3.236245954692629e-05,-1.612903225806428e-05,-3.322259136212535e-05,0.0,-1.7178026281642333e-05
2000-08-25,0.0,0.0,0.0,0.0,0.0
2000-08-28,6.451612903225712e-05,6.46203554119551e-05,8.333333333333303e-05,8.726003490401313e-05,8.603801948320889e-05
2000-08-29,1.6025641025640968e-05,4.815409309791185e-05,4.9586776859504856e-05,5.1903114186850894e-05,5.118217888600563e-05
2000-08-30,0.0,-3.194888178913668e-05,-1.6447368421051987e-05,0.0,-1.6973797869276885e-05
2000-08-31,-4.8000000000000265e-05,-9.615384615384693e-05,-0.00014827018121911007,-0.0001376936316695343,-0.00011901872750070819
2000-09-01,-6.43086816720262e-05,-0.00014563106796116498,-0.00010033444816053617,-8.726003490401535e-05,-8.389261744966015e-06
2000-09-05,0.0,0.0,0.0,1.7605633802817434e-05,-8.403361344537785e-06
2000-09-06,1.6181229773464256e-05,3.284072249589487e-05,5.0675675675675436e-05,5.2724077328645256e-05,7.736091069424411e-05
2000-09-07,4.846526655896577e-05,4.9099836333876826e-05,3.361344537815114e-05,6.993006993007089e-05,3.3798303652613495e-05
2000-09-08,-4.823151125401881e-05,-4.8859934853419104e-05,-3.3500837520937796e-05,-5.208333333333259e-05,-4.2399461004111186e-05
2000-09-11,1.615508885298933e-05,1.6366612111291533e-05,3.361344537815114e-05,6.98080279232105e-05,5.135752570072927e-05
2000-09-12,-4.838709677419395e-05,0.0,0.0,1.7331022530331364e-05,4.278930615226772e-05
2000-09-13,-8.103727714748765e-05,-4.901960784313819e-05,-5.025125628140614e-05,-6.92041522491349e-05,-5.0876103752759414e-05
2000-09-14,1.6339869281045692e-05,3.284072249589487e-05,3.367003367003241e-05,8.710801393728262e-05,0.00013636376835582276
2000-09-15,-4.8939641109299045e-05,-6.546644844517169e-05,-5.0335570469799415e-05,8.635578583765068e-05,0.00013492393218193067
2000-09-18,-4.9180327868851846e-05,-4.942339373970373e-05,0.0,6.849315068493179e-05,8.33149900946506e-05
2000-09-19,3.294892915980174e-05,1.6556291390728006e-05,0.0,-3.40136054421758e-05,-4.968607923793056e-05
2000-09-20,1.6420361247946323e-05,9.917355371900971e-05,8.431703204047292e-05,8.532423208191143e-05,8.268280416338648e-05
2000-09-21,-1.6393442622950614e-05,0.0,-3.3444816053512796e-05,-5.076142131979711e-05,-7.362924843586638e-05
2000-09-22,-1.6420361247947434e-05,-3.27332242225864e-05,-5.0335570469799415e-05,-5.102040816326592e-05,-8.43170320404707e-06
2000-09-25,1.64473684210531e-05,3.284072249589487e-05,1.686340640809636e-05,-1.7094017094017034e-05,-3.3073121665354034e-05
2000-09-26,-1.6420361247947434e-05,-6.546644844517169e-05,-6.734006734006704e-05,-5.136986301369939e-05,-6.636583755227854e-05
2000-09-27,-1.6447368421051987e-05,-0.00011532125205930832,-1.6949152542373725e-05,3.442340791738552e-05,5.8639496754333555e-05
2000-09-28,3.294892915980174e-05,3.3333333333331885e-05,1.697792869270076e-05,-1.7152658662091812e-05,-1.6604657572000248e-05
2000-09-29,-3.284072249589376e-05,-6.64451827242507e-05,-8.47457627118653e-05,-3.4364261168385866e-05,-1.6632286821919862e-05
2000-10-02,-1.6474464579901982e-05,0.0,1.7094017094019254e-05,5.172413793103514e-05,8.330004106047007e-05
2000-10-03,1.6501650165017256e-05,3.3444816053511685e-05,3.412969283276279e-05,6.861063464836947e-05,2.4612932977511322e-05
2000-10-04,-1.6474464579901982e-05,5.0000000000001154e-05,0.00010204081632653184,5.110732538330609e-05,1.648202454654024e-05
2000-10-05,0.0,-1.6583747927032543e-05,-3.367003367003463e-05,-5.0847457627118955e-05,-6.581956454079218e-05
2000-10-06,0.0,-6.64451827242507e-05,-6.756756756756799e-05,-8.517887563884163e-05,-9.938378760828925e-05
2000-10-10,0.0,0.0,-3.40136054421758e-05,-3.4364261168385866e-05,-4.1643935260955996e-05
2000-10-11,-8.250825082508185e-05,-8.361204013378032e-05,-6.825938566552892e-05,-5.172413793103514e-05,-1.64473684210531e-05
2000-10-12,-0.0001331114808652245,-0.00011804384485666009,-0.00013745704467354013,-6.932409012131547e-05,-1.682715441355398e-05
2000-10-13,0.0,-3.4129692832765014e-05,-1.7421602787456304e-05,0.0,-1.7182130584192933e-05
2000-10-16,6.745362563237878e-05,8.561643835616417e-05,6.98080279232105e-05,1.7452006980802626e-05,1.6885152465089258e-05
2000-10-17,-8.375209380234505e-05,-0.00010186757215619679,-0.0001559792027729634,-0.00010452961672474003,-8.392835841243284e-05
2000-10-18,-1.689189189189144e-05,-1.7152658662091812e-05,0.0,-3.5211267605632646e-05,0.0
2000-10-19,8.460236886632888e-05,6.872852233676951e-05,1.7605633802817434e-05,0.0,-2.5332177931831067e-05
2000-10-20,-3.3557046979865166e-05,-3.4129692832765014e-05,0.0,-3.533568904593776e-05,-5.112527870680006e-05
2000-10-23,-1.6835016835018423e-05,-3.424657534246478e-05,-5.272407732864748e-05,-8.86524822695034e-05,-9.405018551923494e-05
2000-10-24,6.745362563237878e-05,6.872852233676951e-05,7.06713780918733e-05,7.155635062611854e-05,6.0364308089624335e-05
2000-10-25,6.700167504187559e-05,1.7064846416381396e-05,7.017543859649144e-05,7.104795737122638e-05,6.875308251846568e-05
2000-10-26,6.655574043261225e-05,5.110732538330609e-05,1.7421602787455192e-05,3.527336860670305e-05,-1.7070861554147053e-05
2000-10-27,9.917355371900971e-05,6.779661016949268e-05,6.956521739130528e-05,5.2724077328645256e-05,0.0
2000-10-30,3.273322422258529e-05,5.050505050504972e-05,6.908462867012188e-05,3.4965034965035446e-05,3.420012627738944e-05
2000-10-31,-1.631321370309968e-05,-5.025125628140614e-05,0.0,5.22648083623678e-05,5.948648272017798e-05
2000-11-01,-3.2679738562092496e-05,-0.00010101010101010166,-6.861063464837058e-05,-5.199306759098632e-05,-2.5246874264827635e-05
2000-11-02,-1.6393442622950614e-05,-1.70068027210879e-05,-1.7271157167529917e-05,0.0,1.698385236447497e-05
2000-11-03,6.568144499178974e-05,0.0001192504258943794,0.0001384083044982698,0.00015679442508710782,0.00012700479051896862
2000-11-06,4.893964110929794e-05,8.417508417508434e-05,8.532423208191143e-05,6.861063464836947e-05,5.022781149649491e-05
2000-11-07,0.0,0.0,-0.00011844331641285954,0.0,8.48896434635038e-06
2000-11-08,0.0,0.0,-1.712328767123239e-05,0.0,-3.2984380192755955e-05
2000-11-09,-4.8701298701299135e-05,-8.347245409014991e-05,-0.00012006861063464935,-8.517887563884163e-05,-5.85863992573199e-05
2000-11-10,-3.262642740619825e-05,-3.367003367003463e-05,0.0,0.0,3.389185072353418e-05
2000-11-13,-1.6366612111293756e-05,-3.378378378378288e-05,-6.94444444444442e-05,-8.5910652920963e-05,-5.022190095148482e-05
2000-11-14,1.6393442622952837e-05,3.389830508474523e-05,0.0,-1.7331022530329142e-05,-5.902247127412719e-05
2000-11-15,-1.6366612111293756e-05,-3.378378378378288e-05,-5.244755244755095e-05,-6.94444444444442e-05,-6.770127813368997e-05
2000-11-16,-4.9180327868851846e-05,-5.0847457627118955e-05,-5.272407732864748e-05,-6.993006993006978e-05,-4.245665067103221e-05
2000-11-17,3.294892915980174e-05,1.7035775127767218e-05,1.7667844522968324e-05,5.281690140845008e-05,5.133948177426406e-05
2000-11-20,-3.284072249589376e-05,-1.70068027210879e-05,-3.5273368606700826e-05,-5.253940455341555e-05,-2.5676247442518176e-05
2000-11-21,0.0,-1.7035775127768325e-05,0.0,-1.7605633802816323e-05,-4.25288963460102e-05
